125251	282701
593	649527
593	737624
593	150429
593	161847
593	161805
593	161704
593	161772
593	162062
593	250443
593	293822
649527	737624
649527	150429
649527	161847
649527	161805
649527	161704
649527	161772
649527	162062
649527	250443
649527	293822
737624	150429
737624	161847
737624	161805
737624	161704
737624	161772
737624	162062
737624	250443
737624	293822
150429	161847
150429	161805
150429	161704
150429	161772
150429	162062
150429	250443
150429	293822
161847	161805
161847	161704
161847	161772
161847	162062
161847	250443
161847	293822
161805	161704
161805	161772
161805	162062
161805	250443
161805	293822
161704	161772
161704	162062
161704	250443
161704	293822
161772	162062
161772	250443
161772	293822
162062	250443
162062	293822
250443	293822
537	504552
537	538249
537	538944
537	57426
537	571880
537	738280
537	782558
537	883099
537	1417
537	105799
537	129491
537	130907
537	173714
537	187578
537	236907
537	242546
537	252712
537	263011
537	270702
537	280810
537	284824
537	290508
537	290746
537	290651
537	290686
537	290660
537	290826
537	290994
537	290992
537	493566
504552	538249
504552	538944
504552	57426
504552	571880
504552	738280
504552	782558
504552	883099
504552	1417
504552	105799
504552	129491
504552	130907
504552	173714
504552	187578
504552	236907
504552	242546
504552	252712
504552	263011
504552	270702
504552	280810
504552	284824
504552	290508
504552	290746
504552	290651
504552	290686
504552	290660
504552	290826
504552	290994
504552	290992
504552	493566
538249	538944
538249	57426
538249	571880
538249	738280
538249	782558
538249	883099
538249	1417
538249	105799
538249	129491
538249	130907
538249	173714
538249	187578
538249	236907
538249	242546
538249	252712
538249	263011
538249	270702
538249	280810
538249	284824
538249	290508
538249	290746
538249	290651
538249	290686
538249	290660
538249	290826
538249	290994
538249	290992
538249	493566
538944	57426
538944	571880
538944	738280
538944	782558
538944	883099
538944	1417
538944	105799
538944	129491
538944	130907
538944	173714
538944	187578
538944	236907
538944	242546
538944	252712
538944	263011
538944	270702
538944	280810
538944	284824
538944	290508
538944	290746
538944	290651
538944	290686
538944	290660
538944	290826
538944	290994
538944	290992
538944	493566
57426	571880
57426	738280
57426	782558
57426	883099
57426	1417
57426	105799
57426	129491
57426	130907
57426	173714
57426	187578
57426	236907
57426	242546
57426	252712
57426	263011
57426	270702
57426	280810
57426	284824
57426	290508
57426	290746
57426	290651
57426	290686
57426	290660
57426	290826
57426	290994
57426	290992
57426	493566
571880	738280
571880	782558
571880	883099
571880	1417
571880	105799
571880	129491
571880	130907
571880	173714
571880	187578
571880	236907
571880	242546
571880	252712
571880	263011
571880	270702
571880	280810
571880	284824
571880	290508
571880	290746
571880	290651
571880	290686
571880	290660
571880	290826
571880	290994
571880	290992
571880	493566
738280	782558
738280	883099
738280	1417
738280	105799
738280	129491
738280	130907
738280	173714
738280	187578
738280	236907
738280	242546
738280	252712
738280	263011
738280	270702
738280	280810
738280	284824
738280	290508
738280	290746
738280	290651
738280	290686
738280	290660
738280	290826
738280	290994
738280	290992
738280	493566
782558	883099
782558	1417
782558	105799
782558	129491
782558	130907
782558	173714
782558	187578
782558	236907
782558	242546
782558	252712
782558	263011
782558	270702
782558	280810
782558	284824
782558	290508
782558	290746
782558	290651
782558	290686
782558	290660
782558	290826
782558	290994
782558	290992
782558	493566
883099	1417
883099	105799
883099	129491
883099	130907
883099	173714
883099	187578
883099	236907
883099	242546
883099	252712
883099	263011
883099	270702
883099	280810
883099	284824
883099	290508
883099	290746
883099	290651
883099	290686
883099	290660
883099	290826
883099	290994
883099	290992
883099	493566
1417	105799
1417	129491
1417	130907
1417	173714
1417	187578
1417	236907
1417	242546
1417	252712
1417	263011
1417	270702
1417	280810
1417	284824
1417	290508
1417	290746
1417	290651
1417	290686
1417	290660
1417	290826
1417	290994
1417	290992
1417	493566
105799	129491
105799	130907
105799	173714
105799	187578
105799	236907
105799	242546
105799	252712
105799	263011
105799	270702
105799	280810
105799	284824
105799	290508
105799	290746
105799	290651
105799	290686
105799	290660
105799	290826
105799	290994
105799	290992
105799	493566
129491	130907
129491	173714
129491	187578
129491	236907
129491	242546
129491	252712
129491	263011
129491	270702
129491	280810
129491	284824
129491	290508
129491	290746
129491	290651
129491	290686
129491	290660
129491	290826
129491	290994
129491	290992
129491	493566
130907	173714
130907	187578
130907	236907
130907	242546
130907	252712
130907	263011
130907	270702
130907	280810
130907	284824
130907	290508
130907	290746
130907	290651
130907	290686
130907	290660
130907	290826
130907	290994
130907	290992
130907	493566
173714	187578
173714	236907
173714	242546
173714	252712
173714	263011
173714	270702
173714	280810
173714	284824
173714	290508
173714	290746
173714	290651
173714	290686
173714	290660
173714	290826
173714	290994
173714	290992
173714	493566
187578	236907
187578	242546
187578	252712
187578	263011
187578	270702
187578	280810
187578	284824
187578	290508
187578	290746
187578	290651
187578	290686
187578	290660
187578	290826
187578	290994
187578	290992
187578	493566
236907	242546
236907	252712
236907	263011
236907	270702
236907	280810
236907	284824
236907	290508
236907	290746
236907	290651
236907	290686
236907	290660
236907	290826
236907	290994
236907	290992
236907	493566
242546	252712
242546	263011
242546	270702
242546	280810
242546	284824
242546	290508
242546	290746
242546	290651
242546	290686
242546	290660
242546	290826
242546	290994
242546	290992
242546	493566
252712	263011
252712	270702
252712	280810
252712	284824
252712	290508
252712	290746
252712	290651
252712	290686
252712	290660
252712	290826
252712	290994
252712	290992
252712	493566
263011	270702
263011	280810
263011	284824
263011	290508
263011	290746
263011	290651
263011	290686
263011	290660
263011	290826
263011	290994
263011	290992
263011	493566
270702	280810
270702	284824
270702	290508
270702	290746
270702	290651
270702	290686
270702	290660
270702	290826
270702	290994
270702	290992
270702	493566
280810	284824
280810	290508
280810	290746
280810	290651
280810	290686
280810	290660
280810	290826
280810	290994
280810	290992
280810	493566
284824	290508
284824	290746
284824	290651
284824	290686
284824	290660
284824	290826
284824	290994
284824	290992
284824	493566
290508	290746
290508	290651
290508	290686
290508	290660
290508	290826
290508	290994
290508	290992
290508	493566
290746	290651
290746	290686
290746	290660
290746	290826
290746	290994
290746	290992
290746	493566
290651	290686
290651	290660
290651	290826
290651	290994
290651	290992
290651	493566
290686	290660
290686	290826
290686	290994
290686	290992
290686	493566
290660	290826
290660	290994
290660	290992
290660	493566
290826	290994
290826	290992
290826	493566
290994	290992
290994	493566
290992	493566
294	663
294	522049
294	525067
294	526096
294	538985
294	561840
294	630507
294	641681
294	642611
294	658099
294	661542
294	745287
294	767366
294	816134
294	870629
294	874582
294	928947
294	945216
294	105875
294	1059691
294	110345
294	228084
294	243617
294	251179
294	291104
294	302387
294	329153
294	350397
294	380929
294	442421
294	447038
294	454163
294	462794
294	465967
663	522049
663	525067
663	526096
663	538985
663	561840
663	630507
663	641681
663	642611
663	658099
663	661542
663	745287
663	767366
663	816134
663	870629
663	874582
663	928947
663	945216
663	105875
663	1059691
663	110345
663	228084
663	243617
663	251179
663	291104
663	302387
663	329153
663	350397
663	380929
663	442421
663	447038
663	454163
663	462794
663	465967
522049	525067
522049	526096
522049	538985
522049	561840
522049	630507
522049	641681
522049	642611
522049	658099
522049	661542
522049	745287
522049	767366
522049	816134
522049	870629
522049	874582
522049	928947
522049	945216
522049	105875
522049	1059691
522049	110345
522049	228084
522049	243617
522049	251179
522049	291104
522049	302387
522049	329153
522049	350397
522049	380929
522049	442421
522049	447038
522049	454163
522049	462794
522049	465967
525067	526096
525067	538985
525067	561840
525067	630507
525067	641681
525067	642611
525067	658099
525067	661542
525067	745287
525067	767366
525067	816134
525067	870629
525067	874582
525067	928947
525067	945216
525067	105875
525067	1059691
525067	110345
525067	228084
525067	243617
525067	251179
525067	291104
525067	302387
525067	329153
525067	350397
525067	380929
525067	442421
525067	447038
525067	454163
525067	462794
525067	465967
526096	538985
526096	561840
526096	630507
526096	641681
526096	642611
526096	658099
526096	661542
526096	745287
526096	767366
526096	816134
526096	870629
526096	874582
526096	928947
526096	945216
526096	105875
526096	1059691
526096	110345
526096	228084
526096	243617
526096	251179
526096	291104
526096	302387
526096	329153
526096	350397
526096	380929
526096	442421
526096	447038
526096	454163
526096	462794
526096	465967
538985	561840
538985	630507
538985	641681
538985	642611
538985	658099
538985	661542
538985	745287
538985	767366
538985	816134
538985	870629
538985	874582
538985	928947
538985	945216
538985	105875
538985	1059691
538985	110345
538985	228084
538985	243617
538985	251179
538985	291104
538985	302387
538985	329153
538985	350397
538985	380929
538985	442421
538985	447038
538985	454163
538985	462794
538985	465967
561840	630507
561840	641681
561840	642611
561840	658099
561840	661542
561840	745287
561840	767366
561840	816134
561840	870629
561840	874582
561840	928947
561840	945216
561840	105875
561840	1059691
561840	110345
561840	228084
561840	243617
561840	251179
561840	291104
561840	302387
561840	329153
561840	350397
561840	380929
561840	442421
561840	447038
561840	454163
561840	462794
561840	465967
630507	641681
630507	642611
630507	658099
630507	661542
630507	745287
630507	767366
630507	816134
630507	870629
630507	874582
630507	928947
630507	945216
630507	105875
630507	1059691
630507	110345
630507	228084
630507	243617
630507	251179
630507	291104
630507	302387
630507	329153
630507	350397
630507	380929
630507	442421
630507	447038
630507	454163
630507	462794
630507	465967
641681	642611
641681	658099
641681	661542
641681	745287
641681	767366
641681	816134
641681	870629
641681	874582
641681	928947
641681	945216
641681	105875
641681	1059691
641681	110345
641681	228084
641681	243617
641681	251179
641681	291104
641681	302387
641681	329153
641681	350397
641681	380929
641681	442421
641681	447038
641681	454163
641681	462794
641681	465967
642611	658099
642611	661542
642611	745287
642611	767366
642611	816134
642611	870629
642611	874582
642611	928947
642611	945216
642611	105875
642611	1059691
642611	110345
642611	228084
642611	243617
642611	251179
642611	291104
642611	302387
642611	329153
642611	350397
642611	380929
642611	442421
642611	447038
642611	454163
642611	462794
642611	465967
658099	661542
658099	745287
658099	767366
658099	816134
658099	870629
658099	874582
658099	928947
658099	945216
658099	105875
658099	1059691
658099	110345
658099	228084
658099	243617
658099	251179
658099	291104
658099	302387
658099	329153
658099	350397
658099	380929
658099	442421
658099	447038
658099	454163
658099	462794
658099	465967
661542	745287
661542	767366
661542	816134
661542	870629
661542	874582
661542	928947
661542	945216
661542	105875
661542	1059691
661542	110345
661542	228084
661542	243617
661542	251179
661542	291104
661542	302387
661542	329153
661542	350397
661542	380929
661542	442421
661542	447038
661542	454163
661542	462794
661542	465967
745287	767366
745287	816134
745287	870629
745287	874582
745287	928947
745287	945216
745287	105875
745287	1059691
745287	110345
745287	228084
745287	243617
745287	251179
745287	291104
745287	302387
745287	329153
745287	350397
745287	380929
745287	442421
745287	447038
745287	454163
745287	462794
745287	465967
767366	816134
767366	870629
767366	874582
767366	928947
767366	945216
767366	105875
767366	1059691
767366	110345
767366	228084
767366	243617
767366	251179
767366	291104
767366	302387
767366	329153
767366	350397
767366	380929
767366	442421
767366	447038
767366	454163
767366	462794
767366	465967
816134	870629
816134	874582
816134	928947
816134	945216
816134	105875
816134	1059691
816134	110345
816134	228084
816134	243617
816134	251179
816134	291104
816134	302387
816134	329153
816134	350397
816134	380929
816134	442421
816134	447038
816134	454163
816134	462794
816134	465967
870629	874582
870629	928947
870629	945216
870629	105875
870629	1059691
870629	110345
870629	228084
870629	243617
870629	251179
870629	291104
870629	302387
870629	329153
870629	350397
870629	380929
870629	442421
870629	447038
870629	454163
870629	462794
870629	465967
874582	928947
874582	945216
874582	105875
874582	1059691
874582	110345
874582	228084
874582	243617
874582	251179
874582	291104
874582	302387
874582	329153
874582	350397
874582	380929
874582	442421
874582	447038
874582	454163
874582	462794
874582	465967
928947	945216
928947	105875
928947	1059691
928947	110345
928947	228084
928947	243617
928947	251179
928947	291104
928947	302387
928947	329153
928947	350397
928947	380929
928947	442421
928947	447038
928947	454163
928947	462794
928947	465967
945216	105875
