48	195
48	137
48	136
48	165
48	9
195	137
195	136
195	165
195	9
137	136
137	165
137	9
136	165
136	9
165	9
35	52
35	180
35	67
52	180
52	67
180	67
175	23
29	168
140	33
140	45
140	54
33	45
33	54
45	54
59	146
59	159
146	159
106	177
106	88
177	88
129	225
129	144
225	144
209	43
209	241
209	56
209	123
209	134
209	120
209	57
43	241
43	56
43	123
43	134
43	120
43	57
241	56
241	123
241	134
241	120
241	57
56	123
56	134
56	120
56	57
123	134
123	120
123	57
134	120
134	57
120	57
103	222
201	108
201	119
201	75
108	119
108	75
119	75
244	195
244	230
244	240
195	230
195	240
230	240
242	145
229	98
229	170
98	170
161	243
161	117
161	150
243	117
243	150
117	150
92	22
191	62
130	154
196	20
213	138
213	71
213	69
213	107
213	77
213	94
213	172
138	71
138	69
138	107
138	77
138	94
138	172
71	69
71	107
71	77
71	94
71	172
69	107
69	77
69	94
69	172
107	77
107	94
107	172
77	94
77	172
94	172
58	42
58	135
58	37
58	55
58	111
58	5
42	135
42	37
42	55
42	111
42	5
135	37
135	55
135	111
135	5
37	55
37	111
37	5
55	111
55	5
111	5
139	132
139	73
139	93
139	7
139	118
132	73
132	93
132	7
132	118
73	93
73	7
73	118
93	7
93	118
7	118
133	166
133	128
166	128
163	63
211	3
182	158
182	24
182	15
158	24
158	15
24	15
195	214
195	66
214	66
26	17
26	186
26	113
26	202
26	1
26	185
26	74
26	6
26	16
26	18
26	190
26	81
26	31
26	72
26	187
26	80
26	235
26	83
26	197
26	112
26	210
26	14
26	86
17	186
17	113
17	202
17	1
17	185
17	74
17	6
17	16
17	18
17	190
17	81
17	31
17	72
17	187
17	80
17	235
17	83
17	197
17	112
17	210
17	14
17	86
186	113
186	202
186	1
186	185
186	74
186	6
186	16
186	18
186	190
186	81
186	31
186	72
186	187
186	80
186	235
186	83
186	197
186	112
186	210
186	14
186	86
113	202
113	1
113	185
113	74
113	6
113	16
113	18
113	190
113	81
113	31
113	72
113	187
113	80
113	235
113	83
113	197
113	112
113	210
113	14
113	86
202	1
202	185
202	74
202	6
202	16
202	18
202	190
202	81
202	31
202	72
202	187
202	80
202	235
202	83
202	197
202	112
202	210
202	14
202	86
1	185
1	74
1	6
1	16
1	18
1	190
1	81
1	31
1	72
1	187
1	80
1	235
1	83
1	197
1	112
1	210
1	14
1	86
185	74
185	6
185	16
185	18
185	190
185	81
185	31
185	72
185	187
185	80
185	235
185	83
185	197
185	112
185	210
185	14
185	86
74	6
74	16
74	18
74	190
74	81
74	31
74	72
74	187
74	80
74	235
74	83
74	197
74	112
74	210
74	14
74	86
6	16
6	18
6	190
6	81
6	31
6	72
6	187
6	80
6	235
6	83
6	197
6	112
6	210
6	14
6	86
16	18
16	190
16	81
16	31
16	72
16	187
16	80
16	235
16	83
16	197
16	112
16	210
16	14
16	86
18	190
18	81
18	31
18	72
18	187
18	80
18	235
18	83
18	197
18	112
18	210
18	14
18	86
190	81
190	31
190	72
190	187
190	80
190	235
190	83
190	197
190	112
190	210
190	14
190	86
81	31
81	72
81	187
81	80
81	235
81	83
81	197
81	112
81	210
81	14
81	86
31	72
31	187
31	80
31	235
31	83
31	197
31	112
31	210
31	14
31	86
72	187
72	80
72	235
72	83
72	197
72	112
72	210
72	14
72	86
187	80
187	235
187	83
187	197
187	112
187	210
187	14
187	86
80	235
80	83
80	197
80	112
80	210
80	14
80	86
235	83
235	197
235	112
235	210
235	14
235	86
83	197
83	112
83	210
83	14
83	86
197	112
197	210
197	14
197	86
112	210
112	14
112	86
210	14
210	86
14	86
47	174
141	102
141	53
141	51
141	21
141	216
102	53
102	51
102	21
102	216
53	51
53	21
53	216
51	21
51	216
21	216
121	221
151	39
151	44
151	207
151	184
39	44
39	207
39	184
44	207
44	184
207	184
102	78
102	36
102	87
102	122
102	148
102	155
102	41
78	36
78	87
78	122
78	148
78	155
78	41
36	87
36	122
36	148
36	155
36	41
87	122
87	148
87	155
87	41
122	148
122	155
122	41
148	155
148	41
155	41
162	105
162	183
162	203
162	173
162	233
162	157
162	200
162	219
162	231
105	183
105	203
105	173
105	233
105	157
105	200
105	219
105	231
183	203
183	173
183	233
183	157
183	200
183	219
183	231
203	173
203	233
203	157
203	200
203	219
203	231
173	233
173	157
173	200
173	219
173	231
233	157
233	200
233	219
233	231
157	200
157	219
157	231
200	219
200	231
219	231
64	188
64	124
64	224
188	124
188	224
124	224
153	102
153	199
153	127
153	125
153	228
153	238
153	19
153	68
102	199
102	127
102	125
102	228
102	238
102	19
102	68
199	127
